,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
341,1/01/2007,Adelaide Hills,South Australia,Business,3.4910835,-34.92123,138.599503
342,1/04/2007,Adelaide Hills,South Australia,Business,1.9444892,-34.92123,138.599503
343,1/07/2007,Adelaide Hills,South Australia,Business,0.9550753,-34.92123,138.599503
344,1/10/2007,Adelaide Hills,South Australia,Business,7.4194128,-34.92123,138.599503
345,1/01/2008,Adelaide Hills,South Australia,Business,4.5110447,-34.92123,138.599503
346,1/04/2008,Adelaide Hills,South Australia,Business,5.1827222,-34.92123,138.599503
347,1/07/2008,Adelaide Hills,South Australia,Business,0.7745446,-34.92123,138.599503
348,1/10/2008,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
349,1/01/2009,Adelaide Hills,South Australia,Business,0.4740745,-34.92123,138.599503
350,1/04/2009,Adelaide Hills,South Australia,Business,1.7390433,-34.92123,138.599503
351,1/07/2009,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
352,1/10/2009,Adelaide Hills,South Australia,Business,7.0883161,-34.92123,138.599503
353,1/01/2010,Adelaide Hills,South Australia,Business,1.2614911,-34.92123,138.599503
354,1/04/2010,Adelaide Hills,South Australia,Business,1.5545561,-34.92123,138.599503
355,1/07/2010,Adelaide Hills,South Australia,Business,4.411182,-34.92123,138.599503
356,1/10/2010,Adelaide Hills,South Australia,Business,0.7453911,-34.92123,138.599503
357,1/01/2011,Adelaide Hills,South Australia,Business,0.8340089,-34.92123,138.599503
358,1/04/2011,Adelaide Hills,South Australia,Business,1.486946,-34.92123,138.599503
359,1/07/2011,Adelaide Hills,South Australia,Business,8.9171885,-34.92123,138.599503
360,1/10/2011,Adelaide Hills,South Australia,Business,1.3575087,-34.92123,138.599503
361,1/01/2012,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
362,1/04/2012,Adelaide Hills,South Australia,Business,3.0112114,-34.92123,138.599503
363,1/07/2012,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
364,1/10/2012,Adelaide Hills,South Australia,Business,4.7733067,-34.92123,138.599503
365,1/01/2013,Adelaide Hills,South Australia,Business,1.7713181,-34.92123,138.599503
366,1/04/2013,Adelaide Hills,South Australia,Business,2.6677437,-34.92123,138.599503
367,1/07/2013,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
368,1/10/2013,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
369,1/01/2014,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
370,1/04/2014,Adelaide Hills,South Australia,Business,1.3273655,-34.92123,138.599503
371,1/07/2014,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
372,1/10/2014,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
373,1/01/2015,Adelaide Hills,South Australia,Business,0.7312116,-34.92123,138.599503
374,1/04/2015,Adelaide Hills,South Australia,Business,1.8651584,-34.92123,138.599503
375,1/07/2015,Adelaide Hills,South Australia,Business,18.0812472,-34.92123,138.599503
376,1/10/2015,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
377,1/01/2016,Adelaide Hills,South Australia,Business,13.9097966,-34.92123,138.599503
378,1/04/2016,Adelaide Hills,South Australia,Business,0,-34.92123,138.599503
379,1/07/2016,Adelaide Hills,South Australia,Business,3.8583368,-34.92123,138.599503
380,1/10/2016,Adelaide Hills,South Australia,Business,0.1173455,-34.92123,138.599503
381,1/01/1998,Adelaide Hills,South Australia,Holiday,6.8104523,-34.92123,138.599503
382,1/04/1998,Adelaide Hills,South Australia,Holiday,13.6720871,-34.92123,138.599503
383,1/07/1998,Adelaide Hills,South Australia,Holiday,12.9211976,-34.92123,138.599503
384,1/10/1998,Adelaide Hills,South Australia,Holiday,18.1373877,-34.92123,138.599503
385,1/01/1999,Adelaide Hills,South Australia,Holiday,10.9051648,-34.92123,138.599503
386,1/04/1999,Adelaide Hills,South Australia,Holiday,16.7807442,-34.92123,138.599503
387,1/07/1999,Adelaide Hills,South Australia,Holiday,6.9177303,-34.92123,138.599503
388,1/10/1999,Adelaide Hills,South Australia,Holiday,9.7011935,-34.92123,138.599503
389,1/01/2000,Adelaide Hills,South Australia,Holiday,15.0217047,-34.92123,138.599503
390,1/04/2000,Adelaide Hills,South Australia,Holiday,15.0266245,-34.92123,138.599503
391,1/07/2000,Adelaide Hills,South Australia,Holiday,35.7513371,-34.92123,138.599503
392,1/10/2000,Adelaide Hills,South Australia,Holiday,6.9048294,-34.92123,138.599503
393,1/01/2001,Adelaide Hills,South Australia,Holiday,0,-34.92123,138.599503
394,1/04/2001,Adelaide Hills,South Australia,Holiday,8.5686541,-34.92123,138.599503
395,1/07/2001,Adelaide Hills,South Australia,Holiday,6.8432419,-34.92123,138.599503
396,1/10/2001,Adelaide Hills,South Australia,Holiday,2.0958331,-34.92123,138.599503
397,1/01/2002,Adelaide Hills,South Australia,Holiday,10.0677382,-34.92123,138.599503
398,1/04/2002,Adelaide Hills,South Australia,Holiday,13.9655569,-34.92123,138.599503
399,1/07/2002,Adelaide Hills,South Australia,Holiday,8.210802,-34.92123,138.599503
400,1/10/2002,Adelaide Hills,South Australia,Holiday,11.2447404,-34.92123,138.599503
401,1/01/2003,Adelaide Hills,South Australia,Holiday,7.6936875,-34.92123,138.599503
402,1/04/2003,Adelaide Hills,South Australia,Holiday,1.2393061,-34.92123,138.599503
403,1/07/2003,Adelaide Hills,South Australia,Holiday,8.1428229,-34.92123,138.599503
404,1/10/2003,Adelaide Hills,South Australia,Holiday,2.7774158,-34.92123,138.599503
405,1/01/2004,Adelaide Hills,South Australia,Holiday,20.6068023,-34.92123,138.599503
406,1/04/2004,Adelaide Hills,South Australia,Holiday,4.0609206,-34.92123,138.599503
407,1/07/2004,Adelaide Hills,South Australia,Holiday,16.159782,-34.92123,138.599503
408,1/10/2004,Adelaide Hills,South Australia,Holiday,8.492838,-34.92123,138.599503
409,1/01/2005,Adelaide Hills,South Australia,Holiday,9.0009987,-34.92123,138.599503
410,1/04/2005,Adelaide Hills,South Australia,Holiday,7.2371547,-34.92123,138.599503
411,1/07/2005,Adelaide Hills,South Australia,Holiday,6.4905447,-34.92123,138.599503
412,1/10/2005,Adelaide Hills,South Australia,Holiday,3.5300866,-34.92123,138.599503
413,1/01/2006,Adelaide Hills,South Australia,Holiday,9.258452,-34.92123,138.599503
414,1/04/2006,Adelaide Hills,South Australia,Holiday,6.678015,-34.92123,138.599503
415,1/07/2006,Adelaide Hills,South Australia,Holiday,5.770516,-34.92123,138.599503
416,1/10/2006,Adelaide Hills,South Australia,Holiday,5.642634,-34.92123,138.599503
417,1/01/2007,Adelaide Hills,South Australia,Holiday,7.783172,-34.92123,138.599503
418,1/04/2007,Adelaide Hills,South Australia,Holiday,5.2993434,-34.92123,138.599503
419,1/07/2007,Adelaide Hills,South Australia,Holiday,4.8560908,-34.92123,138.599503
420,1/10/2007,Adelaide Hills,South Australia,Holiday,12.3934947,-34.92123,138.599503
421,1/01/2008,Adelaide Hills,South Australia,Holiday,4.7703495,-34.92123,138.599503
422,1/04/2008,Adelaide Hills,South Australia,Holiday,8.3249579,-34.92123,138.599503
423,1/07/2008,Adelaide Hills,South Australia,Holiday,8.5390942,-34.92123,138.599503
424,1/10/2008,Adelaide Hills,South Australia,Holiday,7.9047397,-34.92123,138.599503
425,1/01/2009,Adelaide Hills,South Australia,Holiday,6.7295009,-34.92123,138.599503
426,1/04/2009,Adelaide Hills,South Australia,Holiday,3.7608167,-34.92123,138.599503
427,1/07/2009,Adelaide Hills,South Australia,Holiday,6.5875964,-34.92123,138.599503
428,1/10/2009,Adelaide Hills,South Australia,Holiday,11.9245373,-34.92123,138.599503
429,1/01/2010,Adelaide Hills,South Australia,Holiday,2.5127822,-34.92123,138.599503
430,1/04/2010,Adelaide Hills,South Australia,Holiday,5.2512939,-34.92123,138.599503
431,1/07/2010,Adelaide Hills,South Australia,Holiday,6.7521319,-34.92123,138.599503
432,1/10/2010,Adelaide Hills,South Australia,Holiday,13.1153901,-34.92123,138.599503
433,1/01/2011,Adelaide Hills,South Australia,Holiday,6.3379975,-34.92123,138.599503
434,1/04/2011,Adelaide Hills,South Australia,Holiday,8.0623412,-34.92123,138.599503
435,1/07/2011,Adelaide Hills,South Australia,Holiday,5.6189895,-34.92123,138.599503
436,1/10/2011,Adelaide Hills,South Australia,Holiday,16.751851,-34.92123,138.599503
437,1/01/2012,Adelaide Hills,South Australia,Holiday,4.6416648,-34.92123,138.599503
438,1/04/2012,Adelaide Hills,South Australia,Holiday,22.0608883,-34.92123,138.599503
439,1/07/2012,Adelaide Hills,South Australia,Holiday,4.7464807,-34.92123,138.599503
440,1/10/2012,Adelaide Hills,South Australia,Holiday,4.9041933,-34.92123,138.599503
441,1/01/2013,Adelaide Hills,South Australia,Holiday,2.9074736,-34.92123,138.599503
442,1/04/2013,Adelaide Hills,South Australia,Holiday,24.2493715,-34.92123,138.599503
443,1/07/2013,Adelaide Hills,South Australia,Holiday,13.6249076,-34.92123,138.599503
444,1/10/2013,Adelaide Hills,South Australia,Holiday,15.584661,-34.92123,138.599503
445,1/01/2014,Adelaide Hills,South Australia,Holiday,13.1612756,-34.92123,138.599503
446,1/04/2014,Adelaide Hills,South Australia,Holiday,19.9885048,-34.92123,138.599503
447,1/07/2014,Adelaide Hills,South Australia,Holiday,4.2122145,-34.92123,138.599503
448,1/10/2014,Adelaide Hills,South Australia,Holiday,4.1815956,-34.92123,138.599503
449,1/01/2015,Adelaide Hills,South Australia,Holiday,12.0771581,-34.92123,138.599503
450,1/04/2015,Adelaide Hills,South Australia,Holiday,26.4468084,-34.92123,138.599503
451,1/07/2015,Adelaide Hills,South Australia,Holiday,18.9311208,-34.92123,138.599503
452,1/10/2015,Adelaide Hills,South Australia,Holiday,20.767052,-34.92123,138.599503
453,1/01/2016,Adelaide Hills,South Australia,Holiday,21.6138858,-34.92123,138.599503
454,1/04/2016,Adelaide Hills,South Australia,Holiday,11.2939838,-34.92123,138.599503
455,1/07/2016,Adelaide Hills,South Australia,Holiday,15.490573,-34.92123,138.599503
456,1/10/2016,Adelaide Hills,South Australia,Holiday,14.3433173,-34.92123,138.599503
457,1/01/1998,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
458,1/04/1998,Adelaide Hills,South Australia,Other,4.6416225,-34.92123,138.599503
459,1/07/1998,Adelaide Hills,South Australia,Other,2.5551154,-34.92123,138.599503
460,1/10/1998,Adelaide Hills,South Australia,Other,0.7742269,-34.92123,138.599503
461,1/01/1999,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
462,1/04/1999,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
463,1/07/1999,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
464,1/10/1999,Adelaide Hills,South Australia,Other,2.2665789,-34.92123,138.599503
465,1/01/2000,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
466,1/04/2000,Adelaide Hills,South Australia,Other,1.7767214,-34.92123,138.599503
467,1/07/2000,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
468,1/10/2000,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
469,1/01/2001,Adelaide Hills,South Australia,Other,0.3505485,-34.92123,138.599503
470,1/04/2001,Adelaide Hills,South Australia,Other,1.9370989,-34.92123,138.599503
471,1/07/2001,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
472,1/10/2001,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
473,1/01/2002,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
474,1/04/2002,Adelaide Hills,South Australia,Other,3.7257407,-34.92123,138.599503
475,1/07/2002,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
476,1/10/2002,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
477,1/01/2003,Adelaide Hills,South Australia,Other,0.6332154,-34.92123,138.599503
478,1/04/2003,Adelaide Hills,South Australia,Other,3.6678782,-34.92123,138.599503
479,1/07/2003,Adelaide Hills,South Australia,Other,3.0060054,-34.92123,138.599503
480,1/10/2003,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
481,1/01/2004,Adelaide Hills,South Australia,Other,1.063292,-34.92123,138.599503
482,1/04/2004,Adelaide Hills,South Australia,Other,2.0589476,-34.92123,138.599503
483,1/07/2004,Adelaide Hills,South Australia,Other,0.8917248,-34.92123,138.599503
484,1/10/2004,Adelaide Hills,South Australia,Other,0.6858324,-34.92123,138.599503
485,1/01/2005,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
486,1/04/2005,Adelaide Hills,South Australia,Other,1.8917965,-34.92123,138.599503
487,1/07/2005,Adelaide Hills,South Australia,Other,0.6089545,-34.92123,138.599503
488,1/10/2005,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
489,1/01/2006,Adelaide Hills,South Australia,Other,0.85997,-34.92123,138.599503
490,1/04/2006,Adelaide Hills,South Australia,Other,1.25749,-34.92123,138.599503
491,1/07/2006,Adelaide Hills,South Australia,Other,2.195824,-34.92123,138.599503
492,1/10/2006,Adelaide Hills,South Australia,Other,2.448203,-34.92123,138.599503
493,1/01/2007,Adelaide Hills,South Australia,Other,0.8895071,-34.92123,138.599503
494,1/04/2007,Adelaide Hills,South Australia,Other,1.1913984,-34.92123,138.599503
495,1/07/2007,Adelaide Hills,South Australia,Other,1.1651694,-34.92123,138.599503
496,1/10/2007,Adelaide Hills,South Australia,Other,0.6422861,-34.92123,138.599503
497,1/01/2008,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
498,1/04/2008,Adelaide Hills,South Australia,Other,0.7693277,-34.92123,138.599503
499,1/07/2008,Adelaide Hills,South Australia,Other,1.2218403,-34.92123,138.599503
500,1/10/2008,Adelaide Hills,South Australia,Other,2.4349158,-34.92123,138.599503
501,1/01/2009,Adelaide Hills,South Australia,Other,1.1392864,-34.92123,138.599503
502,1/04/2009,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
503,1/07/2009,Adelaide Hills,South Australia,Other,1.0324881,-34.92123,138.599503
504,1/10/2009,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
505,1/01/2010,Adelaide Hills,South Australia,Other,2.6697268,-34.92123,138.599503
506,1/04/2010,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
507,1/07/2010,Adelaide Hills,South Australia,Other,0.5132324,-34.92123,138.599503
508,1/10/2010,Adelaide Hills,South Australia,Other,0.6433945,-34.92123,138.599503
509,1/01/2011,Adelaide Hills,South Australia,Other,0.5816382,-34.92123,138.599503
510,1/04/2011,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
511,1/07/2011,Adelaide Hills,South Australia,Other,2.3308912,-34.92123,138.599503
512,1/10/2011,Adelaide Hills,South Australia,Other,0.3166023,-34.92123,138.599503
513,1/01/2012,Adelaide Hills,South Australia,Other,0.7022849,-34.92123,138.599503
514,1/04/2012,Adelaide Hills,South Australia,Other,1.762161,-34.92123,138.599503
515,1/07/2012,Adelaide Hills,South Australia,Other,0,-34.92123,138.599503
516,1/10/2012,Adelaide Hills,South Australia,Other,1.2862624,-34.92123,138.599503
517,1/01/2013,Adelaide Hills,South Australia,Other,2.884592,-34.92123,138.599503
518,1/04/2013,Adelaide Hills,South Australia,Other,0.6894667,-34.92123,138.599503
519,1/07/2013,Adelaide Hills,South Australia,Other,0.939753,-34.92123,138.599503
520,1/10/2013,Adelaide Hills,South Australia,Other,6.6505357,-34.92123,138.599503
521,1/01/2014,Adelaide Hills,South Australia,Other,4.9562415,-34.92123,138.599503
522,1/04/2014,Adelaide Hills,South Australia,Other,1.3880559,-34.92123,138.599503
523,1/07/2014,Adelaide Hills,South Australia,Other,1.3276584,-34.92123,138.599503
524,1/10/2014,Adelaide Hills,South Australia,Other,1.4141489,-34.92123,138.599503
525,1/01/2015,Adelaide Hills,South Australia,Other,2.1377702,-34.92123,138.599503
526,1/04/2015,Adelaide Hills,South Australia,Other,1.7699414,-34.92123,138.599503
527,1/07/2015,Adelaide Hills,South Australia,Other,2.9132519,-34.92123,138.599503
528,1/10/2015,Adelaide Hills,South Australia,Other,8.3484868,-34.92123,138.599503
529,1/01/2016,Adelaide Hills,South Australia,Other,4.2667241,-34.92123,138.599503
530,1/04/2016,Adelaide Hills,South Australia,Other,0.2626329,-34.92123,138.599503
531,1/07/2016,Adelaide Hills,South Australia,Other,2.6701848,-34.92123,138.599503
532,1/10/2016,Adelaide Hills,South Australia,Other,0.3677726,-34.92123,138.599503
533,1/01/1998,Adelaide Hills,South Australia,Visiting,2.988178,-34.92123,138.599503
534,1/04/1998,Adelaide Hills,South Australia,Visiting,7.753242,-34.92123,138.599503
535,1/07/1998,Adelaide Hills,South Australia,Visiting,3.5971861,-34.92123,138.599503
536,1/10/1998,Adelaide Hills,South Australia,Visiting,8.3452444,-34.92123,138.599503
537,1/01/1999,Adelaide Hills,South Australia,Visiting,2.1980095,-34.92123,138.599503
538,1/04/1999,Adelaide Hills,South Australia,Visiting,9.2934157,-34.92123,138.599503
539,1/07/1999,Adelaide Hills,South Australia,Visiting,5.1374584,-34.92123,138.599503
540,1/10/1999,Adelaide Hills,South Australia,Visiting,3.6958415,-34.92123,138.599503
541,1/01/2000,Adelaide Hills,South Australia,Visiting,2.1794682,-34.92123,138.599503
542,1/04/2000,Adelaide Hills,South Australia,Visiting,0.9406399,-34.92123,138.599503
543,1/07/2000,Adelaide Hills,South Australia,Visiting,0.7776381,-34.92123,138.599503
544,1/10/2000,Adelaide Hills,South Australia,Visiting,6.515741,-34.92123,138.599503
545,1/01/2001,Adelaide Hills,South Australia,Visiting,8.2289248,-34.92123,138.599503
546,1/04/2001,Adelaide Hills,South Australia,Visiting,10.2168734,-34.92123,138.599503
547,1/07/2001,Adelaide Hills,South Australia,Visiting,8.5900458,-34.92123,138.599503
548,1/10/2001,Adelaide Hills,South Australia,Visiting,12.6106848,-34.92123,138.599503
549,1/01/2002,Adelaide Hills,South Australia,Visiting,8.4995226,-34.92123,138.599503
550,1/04/2002,Adelaide Hills,South Australia,Visiting,9.4753364,-34.92123,138.599503
551,1/07/2002,Adelaide Hills,South Australia,Visiting,10.7763782,-34.92123,138.599503
552,1/10/2002,Adelaide Hills,South Australia,Visiting,81.1021091,-34.92123,138.599503
553,1/01/2003,Adelaide Hills,South Australia,Visiting,7.3269939,-34.92123,138.599503
554,1/04/2003,Adelaide Hills,South Australia,Visiting,9.5113885,-34.92123,138.599503
555,1/07/2003,Adelaide Hills,South Australia,Visiting,19.3420354,-34.92123,138.599503
556,1/10/2003,Adelaide Hills,South Australia,Visiting,22.7892947,-34.92123,138.599503
557,1/01/2004,Adelaide Hills,South Australia,Visiting,12.4842808,-34.92123,138.599503
558,1/04/2004,Adelaide Hills,South Australia,Visiting,15.1306263,-34.92123,138.599503
